"ISO3","Country","Year","Total","Age_1517","Age_1819","Age_lt20","Age_gt20","Age_2034","Age_3549","Source","SourceYear"
"BOL","Bolivia (Plurinational State of)","2003","65.5295082057215","77.298748826065","74.5904818088166","75.7930605565474","63.6237732029695","66.1755018774493","53.5871652761316","DHS","2003"
"BOL","Bolivia (Plurinational State of)","2008","73.7522351312492","74.9648997074195","80.4361583496664","77.7922850931451","72.963607740878","75.015979880265","64.1133286756261","DHS","2008"
"BIH","Bosnia and Herzegovina","2000","99.5876288659794","100","100","100","99.5495495495496","99.7530864197531","97.4358974358974","MICS","2000"
"BIH","Bosnia and Herzegovina","2006","99.589339283507","100","100","100","99.5560206342444","99.5154251605857","100","MICS","2006"
"BIH","Bosnia and Herzegovina","2011","99.9101144822103","100","100","100","99.907122912275","99.8970115184131","100","MICS","2011"
"BFA","Burkina Faso","2003","37.2175505193842","46.1180742483804","43.6155250897319","44.4014866306012","35.9903341666817","36.4273908359","34.3798574193977","DHS","2003"
"BFA","Burkina Faso","2006","27.10470330512","29.5820855110482","27.0353658771289","27.7100945976127","27.6592436700289","28.3075106405881","25.1196237353349","MICS","2006"
"BFA","Burkina Faso","2010","74.1597552641128","79.9705797307811","76.7695046731026","77.714075958674","73.6114580709028","74.2377878717629","71.0252169513308","DHS","2010"
"BDI","Burundi","2000","25.1700680272109","21.4285714285714","29.5774647887324","28.2352941176471","24.9370277078086","25.963149078727","21.8274111675127","MICS","2000"
"BDI","Burundi","2005","33.6299462023758","46.7331833433901","36.4317436920039","38.3641242645437","33.7697165248674","35.7662134918551","26.6592130496167","MICS","2005"
"BDI","Burundi","2010","67.1879207547491","78.1466331478203","77.5810081614968","77.7102360119391","66.1603930697138","68.1218318104376","58.6347053160655","DHS","2010"
"KHM","Cambodia","2000","34.3973229210924","29.5653848872121","40.4147071223055","37.659917523797","34.0354255025352","36.6120231040485","26.1728984773256","DHS","2000"
"KHM","Cambodia","2005","48.8352773463395","44.4930909572767","53.7331195652965","51.2476121461306","48.5789302114361","49.855579351337","43.2946607340801","DHS","2005"
"KHM","Cambodia","2010","79.2367349219971","85.1563063970958","82.506479863477","83.1507522197063","78.802645314941","79.8918234904074","71.3990486699237","DHS","2010"
"KHM","Cambodia","2014","92.7110065286387","86.642235838725","92.3399506233842","91.2676489649763","92.8909422641617","93.3964780287755","87.8336148920878","DHS","2014"
"CMR","Cameroon","2000","59.9603559960987","64.4389040215864","70.2570420562881","67.5723622819459","70.6117999963487","72.3353642200113","62.0958641815147","MICS","2000"
"CMR","Cameroon","2004","60.4884001096396","64.6737247184692","58.538537479336","61.1466177981718","60.2999028304904","60.8850003928904","56.5621764195791","DHS","2004"
"CMR","Cameroon","2006","63.0302733757543","0","0","0","0","0","0","MICS","2006"
"CMR","Cameroon","2011","64.9729736723824","62.768168980175","62.1373720109079","62.3930723052638","65.564352559425","66.3475001442593","60.7427951241457","DHS","2011"
"CAF","Central African Republic","2000","44.075683530359","61.0586246975726","49.0600018487268","55.0582392243338","44.6832216300812","45.8833476216714","39.9194498416324","MICS","2000"
"CAF","Central African Republic","2006","53.3952129561623","64.6760349232773","60.1448387973608","62.1441915198956","53.511942674002","55.0807932344354","44.9552544168937","MICS","2006"
"CAF","Central African Republic","2010","53.8144531109138","51.6142021986677","44.4304373659172","46.4426074044289","53.8434193296791","54.2790427637912","51.564897074205","MICS","2010"
"TCD","Chad","2000","16.2567586234254","28.8266490524046","28.1465045255789","28.4919524627378","22.6521334044391","21.2943894358094","36.4442729717735","MICS","2000"
"TCD","Chad","2004","17.0083182971546","17.5847051167286","22.3558870626784","20.1657598839994","16.1538021846984","16.1630550695516","16.0997401774608","DHS","2004"
"TCD","Chad","2010","22.7137033332549","24.1347211670274","21.5909445707021","22.1406477471705","20.6336143223029","20.3872777572529","21.8942669325406","MICS","2010"
"COL","Colombia","2000","87.5470662400423","84.6677057886639","85.6261381085082","85.22117457835","88.1898487949592","88.989022240306","83.2704819105757","DHS","2000"
"COL","Colombia","2005","91.841801428319","92.344876780203","92.890021128777","92.6332807062453","91.6052179609432","91.7810133208294","90.5898753809268","DHS","2005"
"COL","Colombia","2010","95.444625411831","95.8579476266242","95.767444978385","95.8102958891873","95.3286766620938","95.3843793839933","94.9791934397814","DHS","2010"
"COM","Comoros","2000","61.8835904744139","86.9882341097335","70.6832572747316","75.5527537807447","67.2907795011526","69.369076433448","58.8579039695321","MICS","2000"
"COM","Comoros","2012","85.6127453875163","89.0639838689531","87.8320140136511","88.2371174824119","85.2414619798125","85.8234277280168","82.8036663854716","DHS","2012"
"COG","Congo","2005","86.5720319479021","92.9201108085154","92.5520673165287","92.7000591093111","85.1919540045613","85.9955099203363","81.4365429130743","DHS","2005"
"COG","Congo","2011","94.3123224690485","94.7715969417913","94.1218174994747","94.4249035743815","94.2877639497925","94.5591605806552","92.941954820112","DHS","2011"
"COD","Democratic Republic of the Congo","2001","60.7474295954013","76.5478691268838","71.6517011480993","73.4203393988698","64.4156628152813","64.8920953994328","62.2514244697628","MICS","2001"
"COD","Democratic Republic of the Congo","2007","75.5068433724009","81.4865374937352","71.1845187435409","74.3567595497822","75.7103104122572","75.1390998683738","78.3994424465601","DHS","2007"
"COD","Democratic Republic of the Congo","2010","74.1776736261099","68.4144189504002","62.4375463320009","63.8653491911354","72.9443605629322","73.2974740341184","71.4698327476717","MICS","2010"
"COD","Democratic Republic of the Congo","2013","80.8101490892702","82.0399640838314","79.2933716729355","80.2551942270939","80.9140235727122","81.3097408167459","79.2750187603986","DHS","2013"
"CRI","Costa Rica","2011","98.3578433655232","96.2947081234874","96.5212910472256","96.4265353821815","98.7043520999729","98.6763013610674","98.8837741579233","MICS","2011"
"CIV","Côte d'Ivoire","2000","62.7598367744777","0","0","0","0","0","0","MICS","2000"
"CIV","Côte d'Ivoire","2006","56.8114761123287","63.3136700126966","55.6167253638253","59.4849853733354","56.1343060186282","56.407536284113","54.7648242048004","MICS","2006"
"CIV","Côte d'Ivoire","2011","61.3559094331167","51.8390236468999","62.3967476910981","57.5163187299181","62.1548894710978","62.4524411990994","60.464954232305","DHS","2011"
"CUB","Cuba","2014","99.4121647280203","91.381850143761","100","96.7621980492899","99.8495432232108","99.8616957892499","99.7621762092894","MICS","2014"
"DJI","Djibouti","2006","92.9138028524726","100","93.5465306660282","94.4253992908194","93.5179160909356","93.9185524865927","91.8104957737089","MICS","2006"
"DOM","Dominican Republic","2000","97.6059075398018","92.7260643970051","100","96.2844141157256","97.7105178306364","97.999797142019","93.9508098718118","MICS","2000"
"DOM","Dominican Republic","2002","98.5048632567051","98.1465915825845","98.789879190419","98.5012849451122","98.5059278841994","98.6652882464939","96.5643328913192","DHS","2002"
"DOM","Dominican Republic","2007","98.6013264427007","98.9284056682785","98.8154507623929","98.8707626330647","98.5193042796019","98.4760329483197","98.9334887779839","DHS","2007"
"DOM","Dominican Republic","2013","98.8376274985732","99.703371669008","99.2178738103173","99.4371727627147","98.6588332356011","98.5646409570346","99.450706799226","DHS","2013"
"EGY","Egypt","2000","65.7878649195966","66.2148745394275","64.393643475252","64.833349723296","65.9011410331306","66.719583952542","60.1388821001794","DHS","2000"
"EGY","Egypt","2003","72.9451697344557","64.6573152716546","72.227749297628","70.394776379525","73.2484001491806","73.4516720675359","71.5922683677856","DHS","2003"
"EGY","Egypt","2005","77.0366918907875","74.9790833658165","72.9053299574719","73.4078685092122","77.4868274553254","77.5898353110229","76.5430570591014","DHS","2005"
"EGY","Egypt","2008","81.8472143068088","76.1350688162994","82.0960849494384","80.7347144202118","81.9810228096725","82.0900307731543","80.9785438594279","DHS","2008"
"EGY","Egypt","2014","92.9785942884805","94.2779911443678","93.0604027875973","93.3797755757589","92.9404755152425","92.9969334495975","92.4186870645781","DHS","2014"
"ETH","Ethiopia","2000","5.70646263544603","11.2252744799676","5.46510668882561","7.49160367278965","5.43167702927432","5.89452832862707","3.46599830654301","DHS","2000"
"ETH","Ethiopia","2005","6.87510480660532","6.65820678921901","9.57079828384117","8.70086159686829","6.5481868788979","7.18025996166911","3.95295252707817","DHS","2005"
"ETH","Ethiopia","2011","11.3925537255542","8.78653841871531","8.99517022274278","8.92640540856268","11.7454250372678","12.5749485716931","7.87903800164362","DHS","2011"
"GAB","Gabon","2000","85.4142767625763","86.2346324123884","84.7110006317132","85.5661873180081","85.3599883755934","85.7171290616882","83.2763579748499","DHS","2000"
"GAB","Gabon","2012","90.7474545087606","90.9946710448816","88.9226856246017","89.948615417469","90.9434455129449","91.5316167361869","88.1092998058181","DHS","2012"
"GMB","Gambia","2000","54.6044116498564","100","73.5249725413226","81.2108706160782","74.2242544592182","75.3267370598688","66.8284994598134","MICS","2000"
"GMB","Gambia","2005","56.7713829537362","59.6607274883607","60.728836584783","60.3436303422922","56.2983906386277","56.7953114915768","53.8109355646696","MICS","2005"
"GMB","Gambia","2013","57.3140268338771","63.5515323540889","64.7337629791165","64.3616193328344","56.1787804918223","55.5831238558345","58.9369622527066","DHS","2013"
"GEO","Georgia","2005","98.3128713228599","100","97.1184144254768","97.7081948173571","98.3999041329024","98.4141527645964","98.2687269595791","MICS","2005"
"GHA","Ghana","2003","45.4793686799332","38.4622715398651","41.1499611425627","40.3090811777099","46.168624258318","47.421772116086","41.8252212466982","DHS","2003"
"GHA","Ghana","2006","49.6961207140115","29.0859233305293","52.7484206516306","41.8668475772723","51.1092818853601","52.3419225901591","46.4990811571748","MICS","2006"
"GHA","Ghana","2008","59.0628999981452","59.4802644426354","55.8567137661894","57.0324274388037","59.3064878506817","60.8353437961789","52.7790137897948","DHS","2008"
"GHA","Ghana","2011","68.3701776038409","47.4144347750491","64.0092898968166","59.4927030011337","63.6014924040888","64.7655832378162","60.4532889042559","MICS","2011"
"GHA","Ghana","2014","75.3368274235004","76.8461322928541","73.3371029177988","74.8159931298783","75.3908631160343","76.3162308262593","72.0317454888969","DHS","2014"
"GIN","Guinea","2005","37.9589925783211","41.0011366348484","50.3190499958432","45.6476242460434","36.1185959176769","38.1350943088909","29.2641756378477","DHS","2005"
"GIN","Guinea","2012","46.2430528768503","52.8482470958503","44.6481230647234","48.3940670291096","45.6848651792472","47.4259104174132","38.4696412958469","DHS","2012"
"GNB","Guinea-Bissau","2000","34.6642043220081","50.17614453417","37.623849169165","43.2994860491345","36.4766369245284","37.5090840779418","31.3746938695853","MICS","2000"
"GNB","Guinea-Bissau","2006","38.841158320436","42.975577879854","45.0570561771968","44.2512977560799","37.9578811801392","37.4791065871374","40.8088785748729","MICS","2006"
"GUY","Guyana","2000","85.602296597572","0","0","0","0","0","0","MICS","2000"
"GUY","Guyana","2006","83.3077396616351","87.3508893894451","79.2066786913231","82.8847875661199","83.3754196675155","84.854505244009","73.169056111455","MICS","2006"
"GUY","Guyana","2009","93.6412347029055","88.4787316840087","96.7286478589222","93.4703459499993","93.6958753709524","94.0636426807982","91.8743784725169","DHS","2009"
"HTI","Haiti","2000","26.0334214170439","47.0550401285635","31.8319719649179","37.5244982191077","23.8108402435759","24.7903311531879","20.2861802343135","DHS","2000"
"HTI","Haiti","2005","26.745856509629","32.7789499292468","25.1002513726346","28.0530566531958","26.5189701419994","28.4027121467786","18.9058032202397","DHS","2005"
"HTI","Haiti","2012","40.3598162851801","39.6078750894675","38.0716398943565","38.6902296870808","40.6563616537923","43.0438105777871","30.7733197225816","DHS","2012"
"HND","Honduras","2005","70.0679883824884","74.6880632791205","73.9066435552015","74.2580761310529","68.933139290948","70.116073844503","61.5089791036613","DHS","2005"
"HND","Honduras","2011","85.1373534024616","87.0296579724114","88.9265039288624","88.0068715865105","84.2545463604328","85.2375477518942","77.4655812390859","DHS","2011"
"IND","India","2005","48.9484980850024","43.4677264879982","51.4579363802702","48.8682998036668","48.9682932944877","50.0017822927823","30.5751296620395","DHS","2005"
"IDN","Indonesia","2002","69.3628529317115","65.7912019698455","66.1572683615001","66.0499026355532","69.7604566561673","71.5646086071717","60.9746106553542","DHS","2002"
"IDN","Indonesia","2007","76.610025564387","56.5731310667471","74.032274169132","68.7880710730689","77.4246479438271","78.1606293295972","73.7197736976777","DHS","2007"
"IDN","Indonesia","2012","86.1830361346962","80.4337197121787","80.1636006705745","80.245228275783","86.8240172826651","87.3395546441264","84.4111559368805","DHS","2012"
"IRQ","Iraq","2000","72.1205696897945","73.4299837827959","75.5552258695735","74.9446729066848","71.983910261436","71.6838277587264","73.2757483608047","MICS","2000"
"IRQ","Iraq","2006","88.547470092821","92.6982992713521","90.3266131386883","91.364041568681","88.1705128455215","88.364938726774","87.2940401252112","MICS","2006"
"IRQ","Iraq","2011","90.8708651670529","85.9307069589409","89.3809975188098","88.5217491900628","89.8353584211453","90.1798715562307","88.5119347706227","MICS","2011"
"JAM","Jamaica","2005","96.6968296773828","92.7967964461287","100","96.0844773707431","97.0439562891665","98.0162829168389","93.2478404992048","MICS","2005"
"JAM","Jamaica","2011","99.0765421248675","91.7608565751654","100","96.6961756190786","99.5468882461071","99.7214815621869","98.859040318554","MICS","2011"
"JOR","Jordan","2002","98.6133480396832","100","98.9059539277845","99.1846388549004","98.5794259057196","98.5181941747063","98.9080223384541","DHS","2002"
"JOR","Jordan","2007","99.2454769720465","100","99.7459231510188","99.810520852422","99.2158702428531","99.3074745675769","98.8463587551117","DHS","2007"
"JOR","Jordan","2012","99.405768921053","100","96.7576849367784","97.7501966048085","99.5035690174182","99.444360113073","99.7378540559283","DHS","2012"
"KAZ","Kazakhstan","2006","99.8452075080312","100","100","100","99.8352302645166","99.9055207525604","99.4031116301957","MICS","2006"
"KAZ","Kazakhstan","2010","99.8517395599545","100","100","100","99.7811555519255","99.7281327290354","100","MICS","2010"
"KEN","Kenya","2000","42.301673179017","38.9528678403865","36.2803126392601","38.6042687090639","44.7871729616057","46.6063064984442","31.6519891324286","MICS","2000"
"KEN","Kenya","2003","40.607408195539","46.6806917957967","47.4471930200459","47.2026441291533","39.2195787459399","41.0235130811208","28.0854642931553","DHS","2003"
"KEN","Kenya","2008","47.1026550249199","56.3219299438259","54.9957241286677","55.5561963244973","45.6019512926109","46.857186686705","37.3614645541589","DHS","2008"
"KEN","Kenya","2014","66.0478262636181","67.8193935177047","66.9579678557295","67.2780006008905","65.8466951058462","67.4251841392377","55.8786432378566","DHS","2014"
"KGZ","Kyrgyzstan","2012","99.5372987095997","100","100","100","99.4979355992258","99.426007013992","100","DHS","2012"
"KGZ","Kyrgyzstan","2014","98.389645538518","90.7062271952518","98.7235785290642","97.5475452167904","98.4655088872491","98.6106343507227","97.4793417634439","MICS","2014"
"LAO","Lao People's Democratic Republic","2000","19.3556781130062","14.1464413680756","16.9147834879319","16.0246975644276","19.8461304628239","21.8082999817019","10.8707270074015","MICS","2000"
"LAO","Lao People's Democratic Republic","2006","20.2546432576506","18.541013001788","17.4249396486925","17.8302865205461","20.8378865450257","22.01895803472","13.4532217890583","MICS","2006"
"LAO","Lao People's Democratic Republic","2011","41.5468386986482","43.2163426234851","39.8285248492077","41.0285835618008","41.6552869634701","43.004741568299","32.8715404148184","MICS","2011"
"LSO","Lesotho","2000","59.6944770857814","70.9677419354839","61.2612612612613","64.7398843930636","58.751902587519","60.4206500956023","52.2388059701493","MICS","2000"
"LSO","Lesotho","2004","56.2251659973871","63.6119617841492","62.3556484752571","62.7811179200855","54.5407157338453","55.3855309314527","50.9050952792432","DHS","2004"
"LSO","Lesotho","2009","63.2748989848086","67.4490464794018","63.600776310899","65.1911738882168","62.748111231692","63.5339705006846","57.1474586506196","DHS","2009"
"LBR","Liberia","2007","49.719124153615","57.90733132205","47.7545327128961","51.8395351892881","49.2643257972156","49.3692172074724","48.8110646219737","DHS","2007"
"LBR","Liberia","2013","65.5278621035256","79.8921223999627","63.1390880342626","70.7272450280941","64.0912119544405","63.8321354165671","65.277730767927","DHS","2013"
"MKD","The former Yugoslav Republic of Macedonia","2005","98.1018079791548","99.7127559520159","99.0640114430552","99.4089377210934","98.2097303445039","98.1738507819876","98.5543915306834","MICS","2005"
"MKD","The former Yugoslav Republic of Macedonia","2011","97.4807089414058","89.5743871457934","100","98.3195169529587","97.4355469668704","97.6815864570428","94.87276960511","MICS","2011"
"MDG","Madagascar","2000","46.1580196540792","52.9563915336987","51.6593804518798","52.0853905074772","50.4075776579032","51.3939668286027","46.4214605862043","MICS","2000"
"MDG","Madagascar","2003","50.0677593872714","47.0583267806592","50.6170907571151","49.0520424417304","50.3231939481823","50.5339950540138","49.4551622970177","DHS","2003"
"MDG","Madagascar","2008","43.7761227035346","42.6990207198073","42.2084049833031","42.4324571877207","44.1689912405402","44.9798412165422","40.8728701774688","DHS","2008"
"MWI","Malawi","2000","53.5877133348081","59.5538496511546","55.1508469233934","56.6873591084625","52.8229933589033","53.3559927461517","50.0481515003699","DHS","2000"
"MWI","Malawi","2004","54.5819300339751","62.0978504413169","53.8704542152195","56.4686786481281","54.1562732699608","55.0403539404117","48.8769746138761","DHS","2004"
"MWI","Malawi","2006","53.5634886110453","0","0","0","0","0","0","MICS","2006"
"MWI","Malawi","2010","75.3096696557336","84.4835035981496","79.7929299301061","81.5206674397308","74.0602115839875","75.3738614938692","66.9292518777081","DHS","2010"
"MWI","Malawi","2013","87.374469173612","91.8343556720632","89.4017116998562","90.2389892668495","86.6851561492194","87.7190973448277","81.0982774882502","MICS","2013"
"MDV","Maldives","2009","33.550925251988","10.843868937166","28.1753356167358","25.8156209901346","33.8506341450611","33.6275713553596","35.4655433186394","DHS","2009"
"MLI","Mali","2001","41.86803330064","49.9788373661033","45.9026568238758","47.5749251129895","40.4928051332811","40.880630087169","39.0538121876734","DHS","2001"
"MLI","Mali","2006","52.4640255652975","59.5537255824325","55.9292817127577","57.6481153678407","51.1896078028615","52.0192820248007","47.4638697495283","DHS","2006"
"MLI","Mali","2012","61.1906560704888","64.4611054466332","63.8317032233924","64.1011420626648","60.5839588234116","60.9531033664422","58.7140065681121","DHS","2012"
"MRT","Mauritania","2007","57.1216439242789","59.1133431168563","64.7097724761216","62.1652725878373","56.2049335984902","57.3142309953076","52.5075281782483","MICS","2007"
"MRT","Mauritania","2011","65.0511645911304","51.4464354709955","51.2976945974181","51.3469821064007","63.1689629551122","64.8232088371053","58.4139854529551","MICS","2011"
"MDA","Republic of Moldova","2005","99.4222680524728","100","100","100","99.3232392380524","99.2763970362915","100","DHS","2005"
"MDA","Republic of Moldova","2012","99.1678757397447","0","100","100","98.5595283542601","98.9879888385343","95.8285630202904","MICS","2012"
"MNG","Mongolia","2000","96.6336633663366","100","95.1612903225807","96.078431372549","96.7623252391464","96.8775677896467","95.7746478873239","MICS","2000"
"MNG","Mongolia","2005","99.2429477654576","100","97.1576805031242","97.7394841027718","99.3922581652584","99.4778838537669","98.8423954282911","MICS","2005"
"MNG","Mongolia","2010","98.824739942464","100","63.8003856927041","72.6582704231883","98.784186255629","98.8855498648351","98.4175271963085","MICS","2010"
"MNE","Montenegro","2005","98.8418431862736","100","100","100","98.7882964866959","99.2917604201538","95.5368493088267","MICS","2005"
"MNE","Montenegro","2013","99.0391855268962","100","100","100","98.9832845109249","98.8412667238569","100","MICS","2013"
"MAR","Morocco","2003","66.2848921848524","74.727663911223","69.1567265843824","70.7863999155049","65.8609036880142","66.2374698047204","64.3307879218829","DHS","2003"
"MOZ","Mozambique","2003","50.1531934689287","61.7490907085242","54.912970011596","58.004870788882","48.0023567137499","48.262631261427","46.7090963711912","DHS","2003"
"MOZ","Mozambique","2008","55.2503997592217","65.7430217592999","64.0229099776173","64.7415598344052","52.7856211222603","54.7487433710827","43.3020448719633","MICS","2008"
"MOZ","Mozambique","2011","55.7738960789295","67.623202175454","60.956811753512","64.0074437581723","53.6932055529786","55.5759313922162","45.9654369984503","DHS","2011"
"NAM","Namibia","2000","75.5832412741406","87.3583394354785","75.0578629618132","79.5349971463152","74.8265137475396","77.7806059147846","63.9733318479394","DHS","2000"
"NAM","Namibia","2006","81.5264150453723","76.9564010688276","85.1029628670109","82.0244949050664","81.4296885041745","83.3389860433231","72.6187341619936","DHS","2006"
"NAM","Namibia","2013","88.9607155857634","88.3761938959312","90.8769263450857","89.9630675960865","88.7821666519374","89.9731777262354","83.4901443667303","DHS","2013"
"NPL","Nepal","2001","12.3246043354771","19.5770450047984","17.784382830656","18.4498404081091","10.9560142855414","12.0690481896624","2.53377082065836","DHS","2001"
"NPL","Nepal","2006","21.3743679226047","27.6689087835951","25.4827030380523","26.2821610621831","20.1422395060389","21.0070902790854","10.893020771496","DHS","2006"
"NPL","Nepal","2011","43.327084757077","55.1646316789279","50.6537490886707","52.0871617619996","41.3061685205476","42.3977334009069","28.0100605304255","DHS","2011"
"NPL","Nepal","2014","55.5585505997545","55.6829995017418","56.2986862241851","56.1093829332834","55.4455813174874","56.7503565431255","38.1498845211403","MICS","2014"
"NIC","Nicaragua","2001","71.2457045801389","72.8976124597379","77.818664677035","75.4433766509082","69.6667572746939","70.9495394768651","60.8616344178481","DHS","2001"
"NER","Niger","2000","15.1688109139456","20.6791166862424","12.4502404416792","15.7096107014981","20.6841807505039","19.9222681325246","23.6719639178879","MICS","2000"
"NER","Niger","2006","19.237793855601","23.3961281054039","15.6554135436699","19.3015773014552","19.2233558440836","18.8693185643443","20.7963109099468","DHS","2006"
"NER","Niger","2012","33.4252034529126","39.5062255834316","38.7241936361266","39.0508627511688","32.416511581746","32.2290859500466","33.3530240751554","DHS","2012"
"NGA","Nigeria","2003","36.4684729220752","23.1602167296415","25.1151627090706","24.3682220542876","39.2477765925502","40.1564562331436","34.95924715613","DHS","2003"
"NGA","Nigeria","2007","44.3427998460767","31.2622079251108","31.1474503087255","31.184231813923","49.6761028386096","51.0356808322971","42.8106277370238","MICS","2007"
"NGA","Nigeria","2008","39.7429614560753","26.9369479793829","26.9243680203536","26.9293271490511","41.9355460288233","43.0371328079421","37.0985431281399","DHS","2008"
"NGA","Nigeria","2011","48.7279331943192","26.0398630402155","29.9366364990909","28.5916229846742","51.2281295001565","52.193062436792","47.0967315803484","MICS","2011"
"NGA","Nigeria","2013","39.8180435594586","25.4910129339752","26.1069433642556","25.8736756730796","42.208736657455","43.1821736933777","37.8463453559172","DHS","2013"
"PAK","Pakistan","2006","43.3477586835444","37.3819163179373","49.9768332069092","46.1147634087121","43.0599390301334","44.6026165679809","33.9703327150732","DHS","2006"
"PAK","Pakistan","2012","57.5519731043857","57.4736886781783","62.3544868185268","61.201445026058","57.2237844973646","58.8039517767392","45.961227293216","DHS","2012"
"PSE","State of Palestine","2014","99.5701567041828","99.3358807295527","99.5522949432513","99.3875406251541","99.7940180972658","99.7859412095872","100","MICS","2014"
"PAN","Panama","2013","91.5602853064239","87.1882802999302","90.4561248257973","88.9581122892988","92.1161191914801","92.8516921030832","87.908009809241","MICS","2013"
"PER","Peru","2000","63.1075028024257","54.6324879444821","65.7719603577875","61.1603771716516","63.4568643496569","64.1485603416094","60.4608432430192","DHS","2000"
"PER","Peru","2004","79.8274278327994","82.4946188193265","83.0386801657878","82.804619607101","79.2839688502253","80.174976624775","75.488824869656","DHS","2004"
"PER","Peru","2009","85.9127618226812","81.5003491898137","84.7520330115704","83.3314884955563","86.3933354361806","86.221850206428","87.0532878373603","DHS","2009"
"PER","Peru","2010","86.0740468983078","84.9507507583237","86.6766491226089","85.9818992272696","86.091109737509","86.6163620652699","83.9360247264381","DHS","2010"
"PER","Peru","2011","87.5195747340641","87.9050904156035","86.1278833534058","86.8849127577672","87.6254766884619","87.4427592578134","88.3619188672053","DHS","2011"
"PER","Peru","2012","89.1867415661995","86.042622438345","88.6802899984202","87.4631447881181","89.4871001413818","90.1652906963146","86.5565784316976","DHS","2012"
"PHL","Philippines","2003","61.5166145223976","46.5053713854776","64.7281932614715","59.9206581208297","61.6775757590923","63.1024717226664","55.776494450913","DHS","2003"
"PHL","Philippines","2008","64.6586715098743","46.6807369501415","66.5193020569169","60.8324363997112","65.1437825030202","66.9446851808108","57.290309689354","DHS","2008"
"PHL","Philippines","2013","78.651111150869","87.7626483366465","79.2824533306116","82.322564531075","78.1201332838721","79.7508364391818","71.2907505718846","DHS","2013"
"RWA","Rwanda","2000","30.9477226958791","42.4956927744367","43.2219799326182","43.0741253233152","30.0189937631206","33.2478404030274","19.6662604740981","DHS","2000"
"RWA","Rwanda","2005","40.9131872276899","47.2415261768209","55.0847747517727","53.2565641350365","40.3248704573515","42.4833998420233","32.537889773096","DHS","2005"
